"228"	"156"	"Max"	"Max/Max_3864.1_v1_deBruijn.txt"
"229"	"156"	"Max"	"Max/Max_3864.1_v2_deBruijn.txt"
"230"	"157"	"Meis1"	"Meis1/Meis1_2335.1_deBruijn.txt"
"231"	"158"	"Meox1"	"Meox1/Meox1_2310.2_deBruijn.txt"
"232"	"159"	"Mrg1"	"Mrg1/Mrg1_2246.2_deBruijn.txt"
"233"	"160"	"Mrg2"	"Mrg2/Mrg2_2302.1_deBruijn.txt"
"234"	"161"	"Msx1"	"Msx1/Msx1_3031.2_deBruijn.txt"
"235"	"162"	"Msx2"	"Msx2/Msx2_3449.1_deBruijn.txt"
"236"	"163"	"Msx3"	"Msx3/Msx3_3206.1_deBruijn.txt"
"237"	"164"	"Mtf1"	"Mtf1/Mtf1_2377.2_v1_deBruijn.txt"
"238"	"164"	"Mtf1"	"Mtf1/Mtf1_2377.3_v2_deBruijn.txt"
"239"	"165"	"Myb"	"Myb/Myb_1047.3_v1_deBruijn.txt"
"240"	"165"	"Myb"	"Myb/Myb_1047.3_v2_deBruijn.txt"
"241"	"165"	"Myb"	"Myb/Mybl1_1717.2_v1_deBruijn.txt"
"242"	"165"	"Myb"	"Myb/Mybl1_1717.2_v2_deBruijn.txt"
"243"	"166"	"Mybl1"	"Mybl1/Mybl1_1717.2_v1_deBruijn.txt"
"244"	"166"	"Mybl1"	"Mybl1/Mybl1_1717.2_v2_deBruijn.txt"
"245"	"167"	"Myf6"	"Myf6/Myf6_3824.2_v1_deBruijn.txt"
"246"	"167"	"Myf6"	"Myf6/Myf6_3824.2_v2_deBruijn.txt"
"247"	"168"	"Nkx1-1"	"Nkx1-1/Nkx1-1_3856.3_deBruijn.txt"
"248"	"169"	"Nkx1-2"	"Nkx1-2/Nkx1-2_3214.1_deBruijn.txt"
"249"	"170"	"Nkx2-2"	"Nkx2-2/Nkx2-2_2823.1_deBruijn.txt"
"250"	"171"	"Nkx2-3"	"Nkx2-3/Nkx2-3_3435.1_deBruijn.txt"
"251"	"172"	"Nkx2-4"	"Nkx2-4/Nkx2-4_3074.1_deBruijn.txt"
