"2.1.2.1.1.3";"RAR-A1-DBC";"RARA1DBC";"2.1";"9606"
"2.1.2.1.2";"RAR-B (NR1B2)";"RARB (NR1B2)";"2.1";"9606"
"2.1.2.1.2.1";"RAR-B1";"RARB1";"2.1";"9606"
"2.1.2.1.2.2";"RAR-B2";"RARB2";"2.1";"9606"
"2.1.2.1.2.3";"RAR-B3";"RARB3";"2.1";"9606"
"2.1.2.1.2.4";"RAR-B4";"RARB4";"2.1";"9606"
"2.1.2.1.3";"RAR-G (NR1B3)";"RARG (NR1B3)";"2.1";"9606"
"2.1.2.2.1";"T3R-A (THRA) (NR1A1,THA)";"T3RA (THRA) (NR1A1)";"2.1";"9606"
"2.1.2.2.1.1";"T3R-A1";"T3RA1";"2.1";"9606"
"2.1.2.2.1.2";"T3R-A2";"T3RA2";"2.1";"9606"
"2.1.2.2.1.3";"T3R-A3";"T3RA3";"2.1";"9606"
"2.1.2.2.1.4";"T3R-A4";"T3RA4";"2.1";"9606"
"2.1.2.2.2";"T3R-B (NR1A2,THB)";"T3RB (NR1A2)";"2.1";"9606"
"2.1.2.2.2.1";"T3R-B1";"T3RB1";"2.1";"9606"
"2.1.2.2.2.2";"T3R-B2";"T3RB2";"2.1";"9606"
"2.1.2.3.1";"Rev-ErbAA (NR1D1)";"RevErbAA (NR1D1)";"2.1";"9606"
"2.1.2.3.2";"Rev-ErbAB (NR1D2)";"RevErbAB (NR1D2, THRB)";"2.1";"9606"
"2.1.2.4.1";"VDR (NR1I1)";"VDR (NR1I1)";"2.1";"9606"
"2.1.2.4.2";"PXR (NR1I2)";"PXR (NR1I2)";"2.1";"9606"
"2.1.2.4.2.1";"PRR1-A";"PRR1A";"2.1";"9606"
"2.1.2.4.2.2";"PRR1-B";"PRR1B";"2.1";"9606"
"2.1.2.4.2.3";"PRR1-C";"PRR1C";"2.1";"9606"
"2.1.2.4.2.4";"PRR2-A";"PRR2A";"2.1";"9606"
"2.1.2.4.2.5";"PRR2-B";"PRR2B";"2.1";"9606"
"2.1.2.4.2.6";"PRR2-C";"PRR2C";"2.1";"9606"
"2.1.2.4.2.7";"PRR3";"PRR3";"2.1";"9606"
"2.1.2.4.3";"CAR (NR1I3)";"CAR (NR1I3)";"2.1";"9606"
"2.1.2.5.1";"PPARA (NR1C1)";"PPARA (NR1C1)";"2.1";"9606"
"2.1.2.5.1::2.1.3.1.1";"PPARA::RXRA";"PARA::RXRA";"2.1";"9606"
"2.1.2.5.2";"PPARB (PPARD) (NR1C2)";"PPARB (PPARD) (NR1C2)";"2.1";"9606"
"2.1.2.5.3";"PPARG (NR1C3)";"PPARG (NR1C3)";"2.1";"9606"
"2.1.2.6.1";"RORA (NR1F1)";"RORA (NR1F1)";"2.1";"9606"
"2.1.2.6.1.1";"RORA1";"RORA1";"2.1";"9606"
"2.1.2.6.1.2";"RORA2";"RORA2";"2.1";"9606"
"2.1.2.6.1.3";"RORA3";"RORA3";"2.1";"9606"
"2.1.2.6.1.4";"RORA4";"RORA4";"2.1";"9606"
"2.1.2.6.2";"RORB (NR1F2)";"RORB (NR1F2)";"2.1";"9606"
"2.1.2.6.3";"RORG (NR1F3)";"RORG (NR1F3,RORgt)";"2.1";"9606"
"2.1.2.7.1";"LXRA (NR1H3)";"LXRA (NR1H3)";"2.1";"9606"
"2.1.2.7.2";"LXRB (NR1H2)";"LXRB (NR1H2)";"2.1";"9606"
"2.1.2.7.2::2.1.3.1.1";"NR1H2::RXRA";"NR1H2::RXRA";"2.1";"9606"
"2.1.2.7.3";"FXR (NR1H4)";"FXR (NR1H4)";"2.1";"9606"
"2.1.3.1.1";"RXRA (NR2B1)";"RXRA (NR2B1)";"2.1";"9606"
"2.1.3.1.1::2.1.2.1.1";"RXR::RAR_DR5";"RXR::RAR_DR5";"2.1";"9606"
"2.1.3.1.1::2.1.2.4.1";"RXRA::VDR";"RXRA::VDR";"2.1";"9606"
"2.1.3.1.2";"RXRB (NR2B2)";"RXRB (NR2B2)";"2.1";"9606"
"2.1.3.1.3";"RXRG (NR2B3)";"RXRG (NR2B3)";"2.1";"9606"
"2.1.3.1.3::2.1.3.1.3";"RXRG::RXRG";"RXRG::RXRG";"2.1";"9606"
"2.1.3.2.1";"HNF-4A (NR2A1)";"HNF4A (NR2A1, HNF4)";"2.1";"9606"
"2.1.3.2.1.1";"HNF-4A1";"HNF4A1";"2.1";"9606"
"2.1.3.2.1.2";"HNF-4A2";"HNF4A2";"2.1";"9606"
"2.1.3.2.1.3";"HNF-4A3";"HNF4A3";"2.1";"9606"
"2.1.3.2.1.4";"HNF-4A4";"HNF4A4";"2.1";"9606"
